,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
6483,3056446,10,27,110034,233,233,228,1,0,201310,2017-09-08,2017-06-23,2018-04-05,4388,2018-04-07,
6484,3038189,10,25,560037,233,233,228,1,0,560011,2018-03-26,2017-07-04,2018-03-30,4460,2018-04-12,
6485,3004678,14,21,110015,233,233,131,2,0,184101,2017-09-11,2017-09-05,2018-03-21,4580,2018-03-27,
6486,2818786,10,3,560011,233,233,131,1,0,560037,2017-08-21,2017-08-13,2018-01-30,4460,2018-02-01,
6487,3036064,34,24,110092,233,233,131,2,0,844101,2017-02-23,2017-02-20,2018-03-29,4150,2018-04-10,
6488,3059022,14,22,400104,233,233,131,1,0,380005,2017-04-15,2017-04-12,2018-04-05,4581,2018-04-14,
6489,3066039,19,2,110018,233,233,131,1,0,122001,2016-05-03,2016-04-30,2018-04-08,4094,2018-04-12,
6490,2830233,14,21,110015,233,233,131,2,0,324001,2017-07-20,2017-04-08,2018-02-01,4580,2018-02-05,
6491,2850432,19,9,411016,233,233,131,1,0,411028,2017-07-31,2017-05-06,2018-02-07,4548,2018-02-09,
6492,2892190,19,9,411016,233,233,131,2,0,422101,2017-03-28,2017-03-28,2018-02-21,4548,2018-02-21,
6493,2957280,10,3,560011,233,233,228,1,0,560045,2018-02-10,2017-05-29,2018-03-08,4460,2018-03-15,
6494,2993689,14,7,500004,233,233,131,3,0,517502,2017-04-28,2017-04-28,2018-03-18,4403,2018-03-21,
6495,2990094,13,2,110018,233,233,228,2,0,144001,2018-03-01,2017-08-16,2018-03-17,4092,2018-03-19,
6496,2995056,10,23,400001,233,233,131,2,0,395006,2016-09-05,2017-02-10,2018-03-19,4398,2018-03-26,
6497,2975194,34,7,500004,233,233,131,2,0,522001,2018-02-24,2018-02-24,2018-03-13,4479,2018-04-01,
6498,3057908,20,3,560011,233,233,131,1,0,560093,2018-01-17,2018-01-16,2018-04-05,4469,2018-04-10,
6499,2874094,14,2,110018,233,245,131,1,0,110066,2018-01-11,2018-01-09,2018-02-15,4147,2018-02-20,
6500,2851137,1,2,110018,233,233,228,1,0,122002,2018-01-22,2017-07-21,2018-02-08,4150,2018-02-11,
6501,2931007,14,21,110015,233,233,131,3,0,122050,2017-06-28,2017-06-27,2018-03-02,4580,2018-03-09,
6502,2971306,19,2,110018,308,233,131,1,0,122002,2016-04-08,2016-03-30,2018-03-12,4091,2018-03-16,
6503,3072421,14,21,110015,308,233,131,1,0,110063,2017-04-19,2017-04-18,2018-04-10,4580,2018-04-12,
6504,2861501,14,22,400104,233,233,131,1,0,421201,2017-10-06,2017-10-01,2018-02-11,4581,2018-02-15,
6505,2876935,19,3,560011,233,233,131,1,0,560060,2017-04-30,2017-04-29,2018-02-16,4461,2018-02-19,
6506,2892111,14,4,600024,233,233,228,1,0,600045,2018-01-12,2017-03-12,2018-02-21,4490,2018-03-09,
6507,2833665,10,2,110018,233,233,131,1,0,121001,2018-01-09,2017-05-01,2018-02-03,4388,2018-02-07,
6508,2865675,9,8,700064,201,233,131,4,0,713217,2017-10-30,2017-10-27,2018-02-13,4499,2018-02-13,
6509,2880953,19,1,400059,233,233,131,2,0,422002,2017-04-05,2017-04-05,2018-02-17,4545,2018-02-19,
6510,3052594,14,21,110015,201,233,228,4,0,124146,2018-03-18,2017-07-08,2018-04-04,4580,2018-04-08,
6511,3066119,14,22,400104,233,233,131,2,0,395007,2017-05-29,2017-05-26,2018-04-08,4581,2018-04-14,
6512,2842946,14,8,700064,233,233,131,1,0,700046,2017-12-22,2017-12-13,2018-02-06,4508,2018-02-09,
6513,2908231,14,22,400104,233,233,131,2,0,421305,2017-04-06,2017-04-05,2018-02-26,4581,2018-02-27,
6514,3016688,14,21,110015,233,233,131,2,0,123101,2017-07-20,2017-07-17,2018-03-25,4580,2018-03-28,
6515,2830355,10,6,160059,233,233,228,2,0,134107,2018-01-08,2017-02-09,2018-02-02,4437,2018-02-07,
6516,2848358,13,6,160059,233,233,131,3,0,143001,2017-10-18,2017-10-17,2018-02-07,4435,2018-02-13,
6517,2818824,14,21,110015,201,233,131,4,0,173213,2018-01-01,2017-12-22,2018-01-30,4673,2018-02-09,
6518,2842438,19,2,110018,233,233,228,1,0,122001,2017-08-20,2016-01-23,2018-02-05,4091,2018-02-12,
6519,2859630,14,22,400104,233,233,131,2,0,360005,2017-08-04,2017-08-03,2018-02-10,4581,2018-02-15,
6520,2946038,19,7,500004,233,233,228,1,0,500072,2018-02-14,2016-10-29,2018-03-06,4477,2018-03-14,
6521,2979500,14,21,110015,233,233,131,1,0,110095,2017-09-02,2016-10-26,2018-03-14,4580,2018-03-17,
6522,2848271,14,3,560011,233,233,131,1,0,560001,2017-04-17,2017-04-15,2018-02-07,4467,2018-02-09,
6523,2843549,19,8,700064,233,233,131,1,0,700157,2018-01-03,2017-06-24,2018-02-06,4500,2018-02-09,
6524,2862613,19,1,400059,233,233,131,1,0,400081,2017-06-22,2017-06-22,2018-02-12,4545,2018-02-20,
6525,2880618,19,1,400059,233,233,131,1,0,421302,2017-09-13,2017-09-12,2018-02-17,4545,2018-02-20,
6526,2902421,14,21,110015,233,233,131,2,0,303108,2017-04-11,2017-04-09,2018-02-23,4580,2018-02-28,
6527,2866791,14,8,700064,201,233,131,4,0,733202,2017-09-22,2017-09-09,2018-02-13,4508,2018-02-20,
6528,2897488,13,8,700064,233,233,131,2,0,781022,2018-01-20,2017-10-25,2018-02-22,4502,2018-02-26,
6529,2959935,14,21,110015,233,233,131,2,0,324007,2016-11-30,2016-11-29,2018-03-09,4580,2018-03-14,
6530,2947560,19,6,160059,233,233,131,2,0,134109,2017-08-06,2017-06-16,2018-03-06,4549,2018-03-10,
6531,2987209,10,8,700064,233,233,131,1,0,700084,2017-06-03,2017-06-01,2018-03-16,4499,2018-03-18,
6532,3009301,10,23,400001,308,233,131,1,0,400607,2017-04-07,2017-04-07,2018-03-22,4398,2018-04-05,
6533,2979823,10,25,560037,233,233,228,1,0,600029,2017-07-20,2017-01-02,2018-03-14,4460,2018-04-07,
6534,3067125,14,21,110015,308,233,131,1,0,110025,2017-07-22,2017-07-21,2018-04-09,4580,2018-04-17,
6535,3032262,19,3,560011,233,245,131,1,0,560045,2017-01-21,2016-10-16,2018-03-28,4461,2018-03-31,
6536,2931222,9,23,400001,233,233,131,2,0,440032,2017-10-21,2017-10-20,2018-03-03,4398,2018-03-07,
6537,2868023,14,21,110015,233,233,228,2,0,322001,2017-12-17,2016-10-19,2018-02-14,4580,2018-02-16,
6538,2906957,19,3,560011,233,233,131,2,0,570002,2017-06-26,2017-06-25,2018-02-25,4461,2018-03-05,
6539,2967296,14,3,560011,233,233,131,1,0,560095,2016-06-20,2016-06-14,2018-03-10,4467,2018-03-13,
6540,3014033,14,22,400104,233,245,131,2,0,395007,2017-05-10,2017-05-05,2018-03-24,4581,2018-03-27,
6541,3016573,10,23,400001,233,245,228,2,0,395007,2018-02-28,2018-02-17,2018-03-25,4398,2018-03-27,
6542,2937458,10,12,302006,308,233,228,2,0,313001,2018-02-14,2017-02-06,2018-03-03,4407,2018-03-09,
6543,2926936,19,2,110018,233,233,228,2,0,121102,2017-10-29,2017-08-16,2018-03-01,4550,2018-03-07,
6544,2847547,14,22,400104,233,245,131,1,0,380005,2018-01-20,2017-09-28,2018-02-07,4581,2018-02-11,
6545,2923129,14,3,560011,233,233,131,1,0,560016,2017-04-10,2017-03-01,2018-02-28,4467,2018-03-04,
6546,2941797,10,2,110018,201,233,228,0,0,193123,2018-01-17,2017-02-12,2018-03-05,4388,2018-03-08,
6547,3036981,14,21,110015,233,233,131,1,0,122001,2017-04-09,2017-04-07,2018-03-29,4580,2018-04-04,
6548,2825024,14,21,110015,233,233,131,1,0,110009,2016-07-29,2016-07-28,2018-01-31,4580,2018-02-06,
6549,2862465,19,2,110018,233,233,228,1,0,121006,2018-01-19,2017-10-16,2018-02-12,4550,2018-02-17,
6550,2879407,14,22,400104,233,233,131,1,0,380007,2017-07-24,2017-07-21,2018-02-17,4581,2018-02-19,
6551,2840356,14,22,400104,233,233,131,1,0,382340,2017-08-08,2017-04-07,2018-02-05,4581,2018-02-20,
6552,2872341,10,2,110018,233,233,131,1,0,110019,2017-02-12,2017-02-12,2018-02-15,4388,2018-02-19,
6553,2901319,14,21,110015,201,233,131,0,0,250501,2017-10-02,2017-09-29,2018-02-23,4580,2018-02-26,
6554,2953078,10,2,110018,233,233,228,1,0,201306,2018-01-12,2017-08-22,2018-03-07,4388,2018-03-08,
6555,2946604,14,7,500004,233,233,131,3,0,502296,2018-01-06,2017-11-30,2018-03-06,4403,2018-03-10,
6556,2939519,10,2,110018,233,233,228,1,0,110009,2018-02-13,2018-03-17,2018-03-05,4550,2018-03-08,
6557,2939674,19,1,400059,233,233,131,1,0,400604,2017-07-09,2017-07-09,2018-03-05,4010,2018-03-10,
6558,2934432,14,21,110015,233,233,131,1,0,121002,2016-06-24,2016-06-22,2018-03-03,4580,2018-03-16,
6559,2890006,5,1,400059,233,233,131,1,0,400612,2017-04-13,2017-04-13,2018-02-20,4015,2018-03-17,
6560,2988777,14,7,500004,233,233,131,2,0,520011,2017-10-18,2017-10-15,2018-03-16,4403,2018-03-20,
6561,3027182,4,2,110018,233,233,228,1,0,122015,2017-05-18,2016-08-13,2018-03-27,4148,2018-03-31,
6562,3006385,25,2,110018,233,233,228,1,0,401303,2018-03-06,2018-02-08,2018-03-22,5138,2018-03-30,
6563,3049927,9,27,110034,233,233,131,1,0,302012,2017-10-21,2017-10-19,2018-04-03,4388,2018-04-07,
6564,3061337,19,8,700064,233,233,228,1,0,700141,2018-02-15,2018-02-15,2018-04-06,4511,2018-04-10,
6565,3074283,13,2,110018,233,233,131,1,0,226003,2018-03-12,2018-03-12,2018-04-11,4092,2018-04-18,
6566,2838925,10,6,160059,233,233,228,2,0,147001,2017-11-11,2017-05-30,2018-02-04,4437,2018-02-08,
6567,2851282,19,8,700064,233,233,131,1,0,700034,2017-12-27,2017-12-27,2018-02-08,4500,2018-02-17,
6568,2961151,9,10,226010,233,233,131,1,0,226018,2017-11-24,2017-11-24,2018-03-09,4444,2018-03-16,
6569,3049238,14,26,560066,233,233,131,1,0,600119,2017-07-24,2017-01-23,2018-04-03,5001,2018-04-06,
6570,3040835,10,25,560037,233,233,228,2,0,570011,2018-02-17,2017-06-20,2018-03-31,4460,2018-04-12,
6571,2979830,14,7,500004,233,233,131,1,0,500081,2018-03-12,2018-03-07,2018-03-14,4403,2018-03-19,
6572,3052750,14,8,700064,233,233,131,3,0,751030,2017-04-12,2017-04-11,2018-04-04,4508,2018-04-09,
6573,2827540,10,2,110018,233,233,228,1,0,110008,2017-07-05,2017-06-25,2018-02-01,4388,2018-02-03,
6574,2852841,25,2,110018,233,233,131,1,0,700003,2018-01-09,2017-12-30,2018-02-08,4017,2018-02-16,
6575,2985777,1,24,110092,233,233,131,2,0,412207,2017-07-29,2017-07-24,2018-03-15,4150,2018-03-22,
6576,2919197,4,1,400059,233,233,131,2,0,410206,2016-09-18,2016-09-11,2018-02-27,4011,2018-03-21,
6577,3048854,19,2,110018,233,233,131,3,0,122504,2018-01-31,2017-08-07,2018-04-03,4550,2018-04-08,
6578,2863147,10,1,400059,201,233,228,0,0,458226,2017-11-26,2017-06-07,2018-02-12,4388,2018-02-13,
6579,2991575,25,2,110018,233,245,228,1,0,560029,2017-09-08,2017-06-09,2018-03-17,5138,2018-03-21,
6580,2858676,14,3,560011,233,233,131,1,0,560037,2017-06-29,2017-06-29,2018-02-10,4467,2018-02-13,
6581,2993836,10,17,800001,233,233,228,2,0,842001,2017-11-11,2017-11-10,2018-03-18,4370,2018-03-19,
6582,2880697,19,3,560011,233,245,228,1,0,560037,2017-07-03,2016-12-23,2018-02-17,4469,2018-02-19,
6583,2884060,14,7,500004,233,0,131,1,0,500072,2017-12-22,2017-03-01,2018-02-18,4403,2018-02-21,
6584,2897458,19,3,560011,233,233,228,2,0,583104,2018-01-27,2018-01-14,2018-02-22,4461,2018-03-01,
6585,3071520,14,21,110015,233,233,131,1,0,110085,2017-05-22,2017-05-20,2018-04-10,4580,2018-04-15,
6586,3063673,10,27,110034,233,233,228,1,0,122001,2017-08-02,2017-08-01,2018-04-07,4388,2018-04-14,
6587,2835406,10,2,110018,233,233,228,1,0,110078,2018-01-03,2016-06-20,2018-02-03,4388,2018-02-05,
6588,2820666,14,21,110015,233,233,131,1,0,121003,2017-08-14,2018-02-17,2018-01-30,4580,2018-02-07,
6589,2824518,14,17,800001,233,233,131,3,0,821305,2017-08-17,2017-08-14,2018-01-31,4538,2018-02-06,
6590,2835880,10,7,500004,233,233,228,3,0,501101,2018-01-18,2017-02-16,2018-02-03,4474,2018-02-10,
6591,2844210,14,22,400104,233,233,131,1,0,380058,2017-07-31,2017-07-29,2018-02-06,4581,2018-02-13,
6592,2883704,14,4,600024,233,233,131,2,0,625002,2017-03-14,2017-03-08,2018-02-18,4490,2018-02-21,
6593,2872428,5,1,400059,233,233,131,1,0,400078,2017-05-20,2017-05-14,2018-02-15,4015,2018-02-21,
6594,2865124,10,12,302006,201,233,228,0,0,326001,2018-01-28,2017-09-08,2018-02-12,4407,2018-02-22,
6595,2900531,1,9,411016,233,233,131,1,0,411035,2017-05-18,2017-05-18,2018-02-23,4027,2018-02-24,
6596,2912950,14,3,560011,308,233,131,1,0,560048,2018-01-31,2017-08-26,2018-02-27,4467,2018-02-28,
6597,2941724,14,8,700064,233,233,131,1,0,700102,2018-02-10,2017-12-08,2018-03-05,4508,2018-03-09,
6598,2895816,4,9,411016,233,233,131,1,0,411045,2018-02-09,2017-12-16,2018-02-22,4030,2018-03-05,
6599,2969757,14,22,400104,233,233,131,3,0,394185,2017-12-15,2017-12-13,2018-03-11,4581,2018-03-13,
6600,2977332,10,6,160059,233,233,228,3,0,142001,2017-12-22,2017-12-20,2018-03-13,4437,2018-03-16,
6601,2981638,14,17,800001,233,233,131,3,0,826001,2017-08-15,2017-08-11,2018-03-15,4410,2018-03-19,
6602,2982787,10,7,500004,233,233,228,1,0,500056,2018-01-02,2017-07-06,2018-03-15,4474,2018-03-26,
6603,3009625,4,1,400059,233,233,228,2,0,452016,2017-08-21,2017-06-29,2018-03-23,4011,2018-03-24,
6604,3039932,14,21,110015,233,233,131,2,0,140401,2017-03-11,2017-02-22,2018-03-30,4580,2018-04-05,
6605,3051149,19,5,380009,233,233,228,1,0,380052,2017-04-27,2017-02-15,2018-04-03,4546,2018-04-07,
6606,3014850,1,24,110092,233,233,228,1,0,110029,2018-02-13,2017-09-06,2018-03-24,4150,2018-03-27,
6607,2990497,10,25,560037,233,245,131,1,0,560102,2017-07-15,2017-07-15,2018-03-17,4460,2018-03-20,
6608,2987641,10,23,400001,233,245,131,3,0,362266,2018-01-30,2016-11-26,2018-03-16,4398,2018-03-22,
6609,2967063,23,1,400059,233,233,228,1,0,122002,2018-01-04,2017-12-20,2018-03-10,4011,2018-03-17,
6610,3005014,14,21,110015,233,233,131,2,0,247667,2017-08-16,2017-08-14,2018-03-21,4580,2018-03-23,
6611,3001049,10,2,110018,233,233,228,2,0,248007,2017-12-29,2017-12-22,2018-03-20,4388,2018-03-24,
6612,2862495,14,8,700064,233,233,131,1,0,700009,2017-11-14,2017-11-13,2018-02-12,4508,2018-02-24,
6613,2961996,19,2,110018,233,233,228,1,0,121001,2017-12-18,2017-12-15,2018-03-10,4091,2018-03-13,
6614,2837146,19,3,560011,233,233,131,2,0,570027,2016-10-10,2016-10-09,2018-02-03,4461,2018-02-08,
6615,2858820,19,9,411016,233,233,131,1,0,411062,2017-07-27,2017-06-15,2018-02-10,4548,2018-02-13,
6616,2872598,10,8,700064,233,233,228,2,0,711204,2017-07-31,2017-06-24,2018-02-15,4499,2018-02-26,
6617,2960434,10,25,560037,233,245,131,1,0,560095,2017-05-19,2017-05-06,2018-03-09,4460,2018-03-17,
6618,3006839,13,1,400059,233,233,131,3,0,364003,2017-10-21,2017-10-26,2018-03-22,4018,2018-03-26,
6619,2945455,14,8,700064,233,233,131,1,0,700025,2017-08-11,2017-08-09,2018-03-06,4508,2018-03-08,
6620,2901000,19,1,400059,233,233,131,1,0,400606,2017-11-26,2017-11-26,2018-02-23,4010,2018-03-03,
6621,2866075,14,22,400104,233,233,131,2,0,416416,2017-03-06,2017-03-02,2018-02-13,4581,2018-02-17,
6622,2940217,19,2,110018,308,233,228,1,0,122018,2018-01-29,2017-01-05,2018-03-05,4091,2018-03-16,
6623,2998020,33,21,110015,233,233,131,2,0,125001,2017-08-08,2016-04-08,2018-03-19,4580,2018-03-22,
6624,2998020,14,21,110015,233,233,131,2,0,125001,2017-08-08,2017-08-03,2018-03-19,4580,2018-03-22,
6625,2862759,14,21,110015,233,233,131,1,0,122001,2018-01-02,2017-12-08,2018-02-12,4580,2018-03-17,
6626,2828629,19,5,380009,233,233,131,2,0,364002,2017-08-16,2017-08-11,2018-02-01,4546,2018-02-05,
6627,2859832,6,2,110018,233,233,131,1,0,110059,2017-05-11,2017-05-11,2018-02-10,4388,2018-02-13,
6628,2890686,14,21,110015,201,233,131,0,0,272002,2018-01-03,2017-12-30,2018-02-20,4580,2018-02-26,
6629,2947815,4,7,500004,233,233,228,1,0,500091,2017-06-13,2017-05-12,2018-03-06,4540,2018-03-12,
6630,2951196,14,22,400104,233,233,131,2,0,389001,2017-10-30,2017-10-27,2018-03-07,4581,2018-03-10,
6631,2971437,19,1,400059,233,233,131,1,0,400064,2017-12-07,2017-12-04,2018-03-12,4545,2018-03-17,
6632,2983481,25,2,110018,233,233,131,1,0,302001,2018-03-06,2018-02-26,2018-03-15,5138,2018-03-23,
6633,3000020,14,22,400104,308,233,131,1,0,400016,2017-08-05,2017-08-02,2018-03-20,4581,2018-03-27,
6634,3050792,14,26,560066,233,233,131,1,0,560005,2017-06-17,2016-07-12,2018-04-03,5001,2018-04-08,
6635,3073568,40,1,400059,233,233,131,1,0,400101,2017-10-10,2017-09-27,2018-04-10,4392,2018-04-13,
6636,2825567,14,22,400104,233,245,131,1,0,380015,2016-06-03,2017-05-30,2018-01-31,4581,2018-02-05,
6637,2871743,14,3,560011,233,245,131,1,0,560076,2017-12-22,2017-12-20,2018-02-14,4467,2018-02-24,
6638,2869219,14,11,641012,201,201,131,0,0,670693,2017-10-20,2017-10-06,2018-02-14,4495,2018-02-22,
6639,2858347,14,22,400104,233,233,131,1,0,400034,2017-12-22,2017-12-21,2018-02-10,4581,2018-02-14,
6640,2886287,10,10,226010,233,233,228,1,0,226012,2017-06-05,2017-06-03,2018-02-19,4444,2018-02-22,
6641,2855602,13,5,380009,233,233,131,2,0,391760,2017-12-26,2017-12-26,2018-02-09,4034,2018-02-14,
6642,2919899,1,10,226010,201,233,131,0,0,209721,2018-01-18,2018-01-08,2018-02-27,4425,2018-03-06,
6643,2887701,14,17,800001,233,233,131,1,0,800013,2017-03-11,2017-03-09,2018-02-19,4538,2018-02-23,
6644,2941278,14,7,500004,233,233,131,1,0,500007,2017-12-09,2017-12-06,2018-03-05,4403,2018-03-09,
6645,2879039,14,22,400104,233,233,131,1,0,401101,2016-10-08,2016-10-08,2018-02-16,4581,2018-02-26,
6646,3023063,14,22,400104,233,233,131,2,0,410206,2017-05-08,2017-05-06,2018-03-26,4581,2018-03-31,
6647,2865053,19,1,400059,233,233,228,1,0,400098,2018-01-23,2016-12-30,2018-02-12,4545,2018-03-05,
6648,2879065,19,1,400059,233,233,131,1,0,400060,2017-12-16,2016-01-21,2018-02-16,4545,2018-03-09,
6649,3021999,10,27,110034,0,233,131,1,0,110024,2017-11-22,2017-11-21,2018-03-26,4388,2018-03-29,
6650,3021999,10,27,110034,308,233,131,1,0,110024,2017-11-22,2017-11-21,2018-03-26,4388,2018-03-29,
6651,3068044,19,5,380009,233,245,131,2,0,395002,2017-12-06,2017-12-06,2018-04-09,4546,2018-04-14,
6652,2900293,19,2,110018,233,233,131,1,0,201308,2017-11-18,2017-11-18,2018-02-23,4091,2018-02-27,
6653,3020706,19,2,110018,233,233,228,1,0,122001,2017-08-18,2017-03-14,2018-03-26,4550,2018-04-07,
6654,3067209,10,27,110034,233,233,228,1,0,121004,2018-02-26,2017-05-24,2018-04-09,4388,2018-04-12,
6655,2883896,14,21,110015,233,233,131,1,0,302013,2017-11-21,2017-11-17,2018-02-18,4580,2018-02-23,
6656,2864709,14,22,400104,233,233,131,2,0,462022,2016-04-13,2016-04-09,2018-02-12,4581,2018-02-15,
6657,2906594,14,7,500004,233,233,131,2,0,533103,2017-02-18,2016-07-09,2018-02-25,4403,2018-02-27,
6658,2943447,14,3,560011,233,233,131,1,0,560100,2017-09-30,2017-09-28,2018-03-05,4467,2018-03-07,
6659,2945009,10,2,110018,233,233,131,1,0,110034,2017-05-13,2017-05-13,2018-03-06,4388,2018-03-08,
6660,2934106,14,22,400104,233,233,131,3,0,490006,2017-05-31,2017-05-29,2018-03-03,4581,2018-03-08,
6661,2881017,10,2,110018,233,233,131,1,0,110096,2017-03-12,2017-03-12,2018-02-17,4388,2018-03-12,
6662,2974797,19,2,110018,0,233,131,1,0,110059,2017-04-21,2017-04-21,2018-03-13,4550,2018-03-21,
6663,2988473,10,17,800001,233,233,228,3,0,826001,2017-06-18,2017-03-12,2018-03-16,4370,2018-03-24,
6664,3016907,19,2,110018,233,233,228,1,0,201301,2018-02-11,2017-10-05,2018-03-25,4091,2018-03-27,
6665,3037647,10,27,110034,233,233,131,1,0,110014,2017-05-03,2017-05-02,2018-03-30,4388,2018-04-03,
6666,3055020,14,21,110015,233,233,131,3,0,127201,2017-06-01,2017-02-09,2018-04-04,4580,2018-04-09,
6667,3058899,4,2,110018,233,233,131,1,0,110031,2017-12-28,2017-12-11,2018-04-05,4148,2018-04-15,
6668,3070403,19,1,400059,233,233,131,1,0,400078,2017-06-09,2017-06-09,2018-04-10,4545,2018-04-13,
6669,3035154,14,21,110015,233,245,131,1,0,110031,2017-04-11,2017-04-07,2018-03-29,4580,2018-04-01,
6670,2940552,14,8,700064,233,233,228,1,0,700002,2018-01-05,2017-12-23,2018-03-05,4508,2018-03-08,
6671,2850973,14,22,400104,233,233,131,1,0,400015,2017-02-06,2017-02-03,2018-02-08,4581,2018-02-20,
6672,2895955,25,2,110018,233,233,131,2,0,395009,2017-08-20,2017-08-15,2018-02-22,4154,2018-02-28,
6673,2983999,14,22,400104,201,233,131,4,0,431606,2018-02-06,2018-02-03,2018-03-15,4581,2018-03-18,
6674,2846306,19,4,600024,233,233,131,1,0,600112,2017-02-23,2017-02-09,2018-02-06,4483,2018-02-11,
6675,3025264,14,21,110015,233,233,131,2,0,144005,2017-10-03,2017-09-28,2018-03-27,4580,2018-04-08,
6676,2839892,14,8,700064,233,233,131,1,0,700067,2017-07-29,2017-07-13,2018-02-05,4508,2018-02-20,
6677,3010965,10,8,700064,233,233,131,1,0,700029,2017-10-05,2017-10-04,2018-03-23,4499,2018-04-01,
6678,2884719,10,6,160059,233,233,131,2,0,160045,2017-05-15,2017-05-14,2018-02-19,4437,2018-03-03,
6679,2849093,19,1,400059,233,233,131,1,0,400057,2017-09-29,2017-09-29,2018-02-07,4545,2018-02-13,
6680,2862026,19,2,110018,233,233,131,1,0,110030,2015-10-28,2015-10-26,2018-02-12,4094,2018-02-16,
6681,2987791,19,8,700064,233,233,131,1,0,700024,2017-09-21,2017-09-15,2018-03-16,4511,2018-03-19,
6682,3005622,19,2,110018,308,233,228,1,0,122018,2018-01-31,2018-01-29,2018-03-22,4091,2018-03-27,
6683,3004922,19,8,700064,233,233,131,2,0,734001,2017-08-08,2017-08-08,2018-03-21,4511,2018-03-29,
6684,3064439,14,21,110015,233,233,131,2,0,123501,2017-08-01,2017-07-04,2018-04-07,4580,2018-04-14,
6685,2854280,5,2,110018,233,233,131,2,0,201206,2017-07-15,2017-01-15,2018-02-09,4093,2018-02-15,
6686,2885668,14,22,400104,233,0,131,1,0,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,
6687,2885668,14,22,400104,233,0,131,1,0,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,
6688,2885668,14,22,400104,233,233,131,1,0,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,
6689,2820881,14,7,500004,233,233,131,2,0,530024,2016-05-02,2016-04-21,2018-01-30,4403,2018-02-23,
6690,2890218,9,8,700064,233,233,131,1,0,700039,2018-01-04,2018-01-04,2018-02-20,4499,2018-02-22,
6691,2882414,9,17,800001,233,233,131,3,0,834001,2018-02-08,2018-02-08,2018-02-17,4370,2018-02-22,
6692,2939002,14,21,110015,233,233,131,1,0,110092,2017-06-19,2017-06-17,2018-03-04,4580,2018-03-07,
6693,2893426,9,12,302006,233,233,131,1,0,302002,2017-10-30,2017-10-27,2018-02-21,4407,2018-03-09,
6694,2957519,14,21,110015,201,233,131,0,0,244302,2018-01-05,2018-01-03,2018-03-08,4580,2018-03-12,
6695,2961596,10,8,700064,233,233,131,1,0,700016,2017-05-02,2017-05-02,2018-03-09,4499,2018-03-12,
6696,2969955,14,22,400104,233,233,131,1,0,400004,2016-04-29,2016-04-23,2018-03-11,4581,2018-03-14,
6697,3003306,10,23,400001,233,233,228,1,0,411039,2017-08-04,2017-07-31,2018-03-21,4398,2018-03-23,
6698,3008317,10,23,400001,233,233,131,1,0,401208,2017-11-03,2017-10-22,2018-03-22,4398,2018-03-31,
6699,3013847,10,27,110034,233,233,131,2,0,281001,2018-02-26,2018-02-21,2018-03-24,4388,2018-04-06,
6700,3091541,14,21,110015,233,233,131,3,0,122022,2017-11-25,2017-11-23,2018-04-17,4580,2018-04-20,
6701,2881093,10,3,560011,233,245,131,1,0,560061,2017-08-05,2017-08-05,2018-02-17,4460,2018-02-19,
6702,2999739,33,1,400059,201,201,131,0,0,322230,2016-12-31,2016-12-31,2018-03-20,4011,2018-03-28,
6703,2853460,10,7,500004,233,233,131,3,0,531033,2018-01-15,2017-07-10,2018-02-08,4474,2018-02-10,
6704,2863205,19,12,302006,233,233,228,3,0,335001,2018-01-16,2017-07-14,2018-02-12,4453,2018-02-20,
6705,2972394,14,21,110015,233,233,131,1,0,110042,2018-02-03,2018-02-02,2018-03-12,4580,2018-03-18,
